label_a	label_b	papers
fibrotic corneal endothelial cell cluster c5	low quality corneal endothelial cell	1
fibrotic corneal endothelial cell cluster c5	lower quality corneal endothelial cell entering senescence and endothelial to mesenchymal transition	1
fibrotic corneal endothelial cell cluster c5	proliferating corneal endothelial cell	1
fibrotic corneal endothelial cell cluster c5	proliferative corneal endothelial cell	1
fibrotic corneal endothelial cell cluster c5	senescent corneal endothelial cell	1
fibrotic corneal endothelial cell cluster c5	senescent corneal endothelial cell cluster c2	1
fibrotic corneal endothelial cell cluster c5	senescent corneal endothelial cell cluster c4	1
fibrotic corneal endothelial cell cluster c5	therapy grade corneal endothelial cell	1
fibrotic hepatocyte 1	fibrotic hepatocyte 2	1
fibrotic hepatocyte 1	fibrotic macrophage	1
fibrotic hepatocyte 1	hepatic stellate cell	1
fibrotic hepatocyte 1	hepatic stellate cell 1	1
fibrotic hepatocyte 1	hepatocyte	1
fibrotic hepatocyte 1	macrophage	1
fibrotic hepatocyte 1	macrophage 1	1
fibrotic hepatocyte 1	macrophage 2	1
fibrotic hepatocyte 1	resident macrophage	1
fibrotic hepatocyte 1	zone 1 hepatocyte	1
fibrotic hepatocyte 1	zone 1 periportal hepatocyte	1
fibrotic hepatocyte 1	zone 3 hepatocyte	1
fibrotic hepatocyte 1	zone 3 pericentral hepatocyte	1
fibrotic hepatocyte 2	fibrotic macrophage	1
fibrotic hepatocyte 2	hepatic stellate cell	1
fibrotic hepatocyte 2	hepatic stellate cell 1	1
fibrotic hepatocyte 2	hepatocyte	1
fibrotic hepatocyte 2	macrophage	1
fibrotic hepatocyte 2	macrophage 1	1
fibrotic hepatocyte 2	macrophage 2	1
fibrotic hepatocyte 2	resident macrophage	1
fibrotic hepatocyte 2	zone 1 hepatocyte	1
fibrotic hepatocyte 2	zone 1 periportal hepatocyte	1
fibrotic hepatocyte 2	zone 3 hepatocyte	1
fibrotic hepatocyte 2	zone 3 pericentral hepatocyte	1
fibrotic hepatocyte cluster 2	hepatic stellate cell	1
fibrotic hepatocyte cluster 2	hepatic stellate cell cluster 1	1
fibrotic hepatocyte cluster 2	hepatic stellate cell cluster 2	1
fibrotic hepatocyte cluster 2	hepatocyte cluster 4	1
fibrotic hepatocyte cluster 2	liver sinusoidal endothelial cell	1
fibrotic hepatocyte cluster 2	macrophage cluster 1	1
fibrotic hepatocyte cluster 2	macrophage cluster 2	1
fibrotic hepatocyte cluster 2	resident macrophage	1
fibrotic macrophage	hepatic stellate cell	1
fibrotic macrophage	hepatic stellate cell 1	1
fibrotic macrophage	hepatocyte	1
fibrotic macrophage	macrophage	1
fibrotic macrophage	macrophage 1	1
fibrotic macrophage	macrophage 2	1
fibrotic macrophage	resident macrophage	1
fibrotic macrophage	zone 1 hepatocyte	1
fibrotic macrophage	zone 1 periportal hepatocyte	1
fibrotic macrophage	zone 3 hepatocyte	1
fibrotic macrophage	zone 3 pericentral hepatocyte	1
fibrous astrocyte	homeostatic microglia	1
fibrous astrocyte	human neurodegenerative disease associated microglia	1
fibrous astrocyte	intermediate disease associated microglia subtype 1	1
fibrous astrocyte	microglia	1
fibrous astrocyte	oligodendrocyte	1
fibrous astrocyte	protoplasmic astrocyte	1
fibrox	goblet cell	1
fibrox	immune cell	1
fibrox	iris dilator muscle cell	1
fibrox	iris fibroblast	1
fibrox	iris melanocyte	1
fibrox	iris sphincter muscle cell	1
fibrox	iris sphincter smooth muscle cell	1
fibrox	iris stromal fibroblast	1
fibrox	limbal basal cell	1
fibrox	limbal wing cell	1
fibrox	lymphocyte	1
fibrox	macrophage	1
fibrox	mast cell	1
fibrox	melanocyte	1
fibrox	non corneal macrophage	1
fibrox	nonpigmented ciliary epithelial cell	1
fibrox	pericyte	1
fibrox	pericyte1	1
fibrox	pericyte2	1
fibrox	pigmented ciliary epithelial cell	1
fibrox	schlemm canal endothelial cell	1
fibrox	schwann cell	1
fibrox	scleral fibroblast	1
fibrox	superficial limbal epithelial cell	1
fibrox	trabecular meshwork fibroblast	1
fibrox	transit amplifying cell	1
fibrox	uveal fibroblast	1
fibrox	uveal melanocyte	1
fibrox	vascular endothelial cell	1
fibrox	vessel endothelial cell	1
fibsmo cell	fn1 endothelial cell	1
fibsmo cell	foveolar cell	1
fibsmo cell	g cell	1
fibsmo cell	gamma delta t cell	1
fibsmo cell	goblet cell	1
fibsmo cell	hist1h4c_mac macrophage	1
fibsmo cell	klf fibroblast	1
fibsmo cell	langerhans cell	1
fibsmo cell	linking cell	1
fibsmo cell	macrophage	1
fibsmo cell	mast cell	1
fibsmo cell	memory b cell	1
fibsmo cell	monocyte	1
fibsmo cell	myeloid cell	1
fibsmo cell	myofibroblast	1
fibsmo cell	naïve b cell	1
fibsmo cell	neuroendocrine cell	1
fibsmo cell	parietal cell	1
fibsmo cell	pdgfr fibroblast	1
fibsmo cell	plvap endothelial cell	1
fibsmo cell	proliferating cell	1
fibsmo cell	pyloric gland neck 2 cell	1
fibsmo cell	pyloric gland neck cell	1
fibsmo cell	stem cell	1
fibsmo cell	sweat gland epithelial cell	1
fibsmo cell	t cell	1
fibsmo cell	x a like cell	1
first heart field	human pluripotent stem cell	1
first heart field	left ventricular cardiomyocyte	1
first heart field	mature left ventricular cardiomyocyte	1
first heart field	second heart field	1
first heart field	ventricular cardiomyocyte	1
first heart field like lineage	first heart field progenitor	1
first heart field like lineage	juxta cardiac field	1
first heart field like lineage	juxta cardiac field like progenitor	1
first heart field like lineage	second heart field like lineage	1
first heart field progenitor	juxta cardiac field	1
first heart field progenitor	juxta cardiac field like progenitor	1
first heart field progenitor	second heart field like lineage	1
first myogenic pathway cell	hypertrophic chondrocyte	1
first myogenic pathway cell	interzone cell	1
first myogenic pathway cell	isl1 positive mesenchyme	1
first myogenic pathway cell	mes1 cell	1
first myogenic pathway cell	mes2	1
first myogenic pathway cell	mes3	1
first myogenic pathway cell	mes3 mesenchymal cell	1
first myogenic pathway cell	mes4	1
first myogenic pathway cell	neural fibroblast	1
first myogenic pathway cell	osteoblast	1
first myogenic pathway cell	osteochondral progenitor	1
first myogenic pathway cell	pax7 positive skeletal muscle progenitor	1
first myogenic pathway cell	perimysium cell	1
first myogenic pathway cell	prehypertrophic chondrocyte	1
first myogenic pathway cell	proliferating chondrocyte	1
first myogenic pathway cell	proximal mesenchymal cell	1
first myogenic pathway cell	rdh10 positive distal mesenchyme	1
first myogenic pathway cell	resting chondrocyte	1
first myogenic pathway cell	second myogenic pathway cell	1
first myogenic pathway cell	tendon progenitor	1
first myogenic pathway cell	tenocyte	1
first myogenic pathway cell	transitional mesenchyme	1
floor lymphatic endothelial cell	marco lymphatic endothelial cell	1
floor lymphatic endothelial cell	ptx3 lymphatic endothelial cell	1
floor plate	limb domain m	1
floor plate	neural tube progenitor	1
floor plate	roof plate	1
floor plate	ventral progenitor domain	1
floor plate cell	forebrain cell	1
floor plate cell	forebrain midbrain neurectoderm cell	1
floor plate cell	forebrain patterned cell	1
floor plate cell	gbx2 positive caudal cell	1
floor plate cell	gliogenic progenitor	1
floor plate cell	hindbrain cell	1
floor plate cell	hindbrain neurectoderm cell	1
floor plate cell	hindbrain patterned cell	1
floor plate cell	late caudal epiblast cell	1
floor plate cell	late rostral epiblast cell	1
floor plate cell	male cell	1
floor plate cell	midbrain hindbrain boundary cell	1
floor plate cell	neural crest neuron	1
floor plate cell	neural crest progenitor	1
floor plate cell	neural progenitor	1
floor plate cell	neuron	1
floor plate cell	oligodendrocyte	1
floor plate cell	otx2 positive rostral cell	1
floor plate cell	peripheral nervous system progenitor	1
floor plate cell	phox2b expressing neuron	1
floor plate cell	postmitotic neuron	1
floor plate cell	postmitotic sensory neuron	1
floor plate cell	pre neuralised caudal cell	1
floor plate cell	presumptive midbrain hindbrain boundary cell	1
floor plate cell	regional neural progenitor	1
floor plate cell	rostral cell	1
floor plate cell	rostral midbrain hindbrain boundary cell	1
floor plate cell	rostral neural cell	1
floor plate cell	rostral otx2 positive neuroepithelial cell	1
floor plate cell	rostral presumptive neuroectoderm cell	1
floor plate cell	sensory neuron precursor	1
floor plate cell	telencephalic progenitor cell	1
floor plate cell	ventral diencephalic cell	1
floor plate cell	ventral progenitor	1
floor plate cell	ventral telencephalic cell	1
floor plate cell	ventral telencephalic progenitor cell	1
floor plate cell	visceral motor neuron	1
fn1 endothelial cell	foveolar cell	1
fn1 endothelial cell	g cell	1
fn1 endothelial cell	gamma delta t cell	1
fn1 endothelial cell	goblet cell	1
fn1 endothelial cell	klf fibroblast	1
fn1 endothelial cell	linking cell	1
fn1 endothelial cell	lymphatic endothelial cell	1
fn1 endothelial cell	mast cell	1
fn1 endothelial cell	myeloid cell	1
fn1 endothelial cell	myofibroblast	1
fn1 endothelial cell	neuroendocrine cell	1
fn1 endothelial cell	parietal cell	1
fn1 endothelial cell	pdgfr fibroblast	1
fn1 endothelial cell	plasma cell	1
fn1 endothelial cell	plvap endothelial cell	1
fn1 endothelial cell	proliferating cell	1
fn1 endothelial cell	pyloric gland neck 2 cell	1
fn1 endothelial cell	pyloric gland neck cell	1
fn1 endothelial cell	smooth muscle cell	1
fn1 endothelial cell	stem cell	1
fn1 endothelial cell	t cell	1
fn1 endothelial cell	x a like cell	1
fn1 positive tumor associated macrophage	gamma delta t cell vd1	1
fn1 positive tumor associated macrophage	gamma delta t cell vd2	1
fn1 positive tumor associated macrophage	macrophage	1
fn1 positive tumor associated macrophage	mast cell	1
fn1 positive tumor associated macrophage	mhc ii tumor associated macrophage	1
fn1 positive tumor associated macrophage	natural killer cell	1
fn1 positive tumor associated macrophage	plasmacytoid dendritic cell	1
fn1 positive tumor associated macrophage	resident memory t cell	1
fn1 positive tumor associated macrophage	spp1 positive tumor associated macrophage	1
fn1 positive tumor associated macrophage	tissue resident macrophage 2	1
fn1 positive tumor associated macrophage	tissue resident macrophage 3	1
fn1 positive tumor associated macrophage	tumor cell	1
fn1 positive tumor associated macrophage	type 1 conventional dendritic cell	1
fn1 positive tumor associated macrophage	type 2 conventional dendritic cell	1
foetal hepatobiliary hybrid progenitor cell	foetal hepatoblast	1
foetal hepatobiliary hybrid progenitor cell	foetal hepatocyte	1
foetal hepatobiliary hybrid progenitor cell	foetal parenchymal cell	1
foetal hepatobiliary hybrid progenitor cell	hepatobiliary hybrid progenitor cell	1
foetal hepatobiliary hybrid progenitor cell	hepatobiliary hybrid progenitor cell pseudo state 1	1
foetal hepatobiliary hybrid progenitor cell	mature biliary epithelial cell	1
foetal hepatobiliary hybrid progenitor cell	mature hepatocyte	1
foetal hepatoblast	foetal hepatocyte	1
foetal hepatoblast	foetal parenchymal cell	1
foetal hepatoblast	hepatobiliary hybrid progenitor cell	1
foetal hepatoblast	hepatobiliary hybrid progenitor cell pseudo state 1	1
foetal hepatoblast	mature biliary epithelial cell	1
foetal hepatoblast	mature hepatocyte	1
foetal hepatocyte	foetal parenchymal cell	1
foetal hepatocyte	hepatobiliary hybrid progenitor cell	1
foetal hepatocyte	hepatobiliary hybrid progenitor cell pseudo state 1	1
foetal hepatocyte	mature biliary epithelial cell	1
foetal hepatocyte	mature hepatocyte	1
foetal parenchymal cell	hepatobiliary hybrid progenitor cell	1
foetal parenchymal cell	hepatobiliary hybrid progenitor cell pseudo state 1	1
foetal parenchymal cell	mature biliary epithelial cell	1
foetal parenchymal cell	mature hepatocyte	1
follicle associated epithelial cell	goblet cell	1
follicle associated epithelial cell	immature enteroendocrine cell	1
follicle associated epithelial cell	immature fetal intestinal cell	1
follicle associated epithelial cell	intestinal goblet cell	1
follicle associated epithelial cell	intestinal stem cell	1
follicle associated epithelial cell	lgr5 positive intestinal stem cell	1
follicle associated epithelial cell	mature enterocyte	1
follicle associated epithelial cell	mature enteroendocrine cell	1
follicle associated epithelial cell	paneth cell	1
follicle associated epithelial cell	transit amplifying cell	1
follicle associated epithelial cell	tuft cell	1
follicle associated epithelium	goblet cell	1
follicle associated epithelium	intestinal stem cell	1
follicle associated epithelium	paneth cell	1
follicle associated epithelium	proliferative crypt cell	1
follicle associated epithelium	small intestine tuft cell	1
follicle associated epithelium	transit amplifying and progenitor cell	1
follicle associated epithelium	tuft cell	1
follicle cell	immune cell	1
follicle cell	mesenchymal cell	1
follicle cell	neural crest like cell	1
follicle cell	sebaceous gland cell	1
follicular and igg plasma b cell	macrophage	1
follicular and igg plasma b cell	mast cell	1
follicular and igg plasma b cell	mature basal epithelial cell population e1	1
follicular and igg plasma b cell	mature epithelial cell	1
follicular and igg plasma b cell	memory b cell	1
follicular and igg plasma b cell	myeloid dendritic cell	1
follicular and igg plasma b cell	myofibroblast	1
follicular and igg plasma b cell	pericyte	1
follicular and igg plasma b cell	perivascular cell	1
follicular and igg plasma b cell	pro inflammatory fibroblast like population s6	1
follicular and igg plasma b cell	proliferating basal cell	1
follicular and igg plasma b cell	tissue resident memory t cell	1
follicular and igg plasma b cell	transit amplifying cell	1
follicular b cell	follicular helper t cell	1
follicular b cell	granulocyte	1
follicular b cell	klrb1 positive t regulatory cell	1
follicular b cell	langerhans cell	1
follicular b cell	lymphatic endothelial cell	1
follicular b cell	lymphoid tissue like t regulatory cell	1
follicular b cell	lyve1 positive macrophage	1
follicular b cell	mast cell	1
follicular b cell	memory b cell	1
follicular b cell	monocyte	1
follicular b cell	monocyte derived dendritic cell	1
follicular b cell	mucosa associated lymphoid tissue derived b cell	1
follicular b cell	myofibroblast	1
follicular b cell	natural killer and natural killer t cell	1
follicular b cell	non lymphoid tissue like t regulatory cell	1
follicular b cell	non lymphoid tissue t regulatory cell	1
follicular b cell	pericyte	1
follicular b cell	peripheral t regulatory cell	1
follicular b cell	plasma cell	1
follicular b cell	regulatory t cell	1
follicular b cell	respiratory epithelial cell	1
follicular b cell	sigmoid colon iga positive plasma cell	1
follicular b cell	sigmoid colon plasma cell	1
follicular b cell	t helper 1 cell	1
follicular b cell	t helper 17 cell	1
follicular b cell	t regulatory like cell	1
follicular cd4 positive t cell	follicular cd8 positive t cell	1
follicular cd4 positive t cell	gamma delta t cell	1
follicular cd4 positive t cell	gzmb positive cd8 positive cytotoxic t cell	1
follicular cd4 positive t cell	gzmb positive cytotoxic t cell	1
follicular cd4 positive t cell	liver resident natural killer cell	1
follicular cd4 positive t cell	liver resident t and natural killer cell	1
